Sequence,PHYLUM,CLASS,ORDER,FAMILY,GENUS
S000751030,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000769617,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775830,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775831,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775833,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775835,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775837,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775842,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775844,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775845,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775847,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775849,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775851,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775852,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775858,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775859,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775861,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775864,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775865,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775866,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775873,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775876,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775877,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775882,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775884,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775887,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775888,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775890,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775891,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775892,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775893,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775894,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775895,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775896,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775899,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775900,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775901,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775903,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775904,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000775905,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000806201,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824036,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824529,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824530,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824531,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824533,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824534,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824535,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824537,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824538,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824539,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824540,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824541,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824546,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824548,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824550,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824551,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824552,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824554,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824642,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824644,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000824645,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000966896,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000966912,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000994905,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001016326,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001044306,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001044307,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001093272,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001097620,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001152409,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001153279,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001169361,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001572324,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001572325,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001587366,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S001610662,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002287307,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002288643,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002288769,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002289407,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002289992,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S002290074,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces
S000428082,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438853,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438857,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438858,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438859,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438861,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000438863,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000441267,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000441269,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000448965,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000462001,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000462002,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000462003,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000469272,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000469278,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000504585,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000581687,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000711068,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000711649,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000842175,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S001014066,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S001014067,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Kitasatospora
S000428470,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000428473,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000614212,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000711056,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000711057,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000735881,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000735882,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000750598,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus
S000429234,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Thermomonospora
S000435904,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Thermomonospora
S000009982,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000022279,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000133989,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000134120,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000134121,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000134253,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000134388,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000253240,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000253241,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000253901,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000254205,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000254867,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000255251,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000387869,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000387872,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000388260,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000388389,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000388393,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000390514,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000405234,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000434707,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000434708,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000435903,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437724,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437726,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437727,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437732,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437733,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437734,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000437735,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000503566,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000625370,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000633544,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000727772,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000736521,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000964284,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000964285,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000965619,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S001153204,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S001153205,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S001572333,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
S000388394,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Spirillospora
S000435875,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Spirillospora
S000006482,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000254546,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000254866,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000255250,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000437731,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000597605,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
S000388391,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978917,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978920,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978921,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978922,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978923,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978924,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978926,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000978927,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus
S000001617,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000002752,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000003538,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000004356,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000004769,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000005673,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000006814,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000008531,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000104829,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000139268,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000140814,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000276680,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000375761,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000388923,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000390111,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000392296,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000403258,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000418948,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000428966,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000428967,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000434588,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000434710,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000573884,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000573885,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000573886,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000573887,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000573888,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
S000965872,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Nocardiopsis
